dataset,horizon,model,physical_minutes,population_interval_status,reason,lower,upper
bdg2,1,attention_lstm,60,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
bdg2,1,persistence,60,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
bdg2,1,xgboost,60,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
bdg2,3,attention_lstm,180,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
bdg2,3,persistence,180,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
bdg2,3,xgboost,180,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
bdg2,6,attention_lstm,360,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
bdg2,6,persistence,360,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
bdg2,6,xgboost,360,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
pleia,1,attention_lstm,10,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
pleia,1,persistence,10,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
pleia,1,xgboost,10,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
pleia,3,attention_lstm,30,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
pleia,3,persistence,30,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
pleia,3,xgboost,30,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
pleia,6,attention_lstm,60,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
pleia,6,persistence,60,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
pleia,6,xgboost,60,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
pleia_energy,1,attention_lstm,10,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
pleia_energy,1,persistence,10,unavailable,"prespecified design supplies descriptive paired fold/seed results only; overlapping folds, training seeds and deterministic persistence aliases are not independent population samples",,
