dataset,outer_fold,role,context_id,group_id,context_start_row_id,context_end_row_id,context_row_hash,control_id,transformation,effective_positive,state,future_acceptance,stream_identity_executed
pleia_energy,2,outer_test,52ff058ac620f898f36b,None,563a18e05a1363d50a452609cacb471aefa0f51c56ad4caf113e915f24be43e4,468f429790668220292c7067a1c34737c95f54aac3cefc3511e3b3f08e63c987,fd5f232d51c7592f38643e67072c6a3d08b80219817adb6ef3cf88d5b50df1a3,52ff058ac620f898f36b:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,27b322d680d6e9c660ac,None,6052859d6e2ea2b87f543b4a0c1c4ba659db49e9e539e33994c96676e6b0a1c4,b04022b920b0474d9619ad38b8182f9d1548d3c8306629db8db2e7fa9d2b34b0,6a6a55e9acbd468bfab38c3323ec8bfbe8a7e2d8547ac24f3f7ad90aa37f94a2,27b322d680d6e9c660ac:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,e1daa44a8746acf0df3b,None,73dbf4f63c40ff700b650eb10a5646c79d199593ba55f7c6c08b33b841cae8d4,03661a96822c6f6e0f777e22ca355845ad94d0f6e2b855d771431a760ba0c10f,7df7524c541029ecb5e2c0c7c5fb19f3c454ce038193d063268ca29e7b2f32b7,e1daa44a8746acf0df3b:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,556ad03f3b8cb2008375,None,8e2851b90d6e902afaae067b74fe8920c1e9f0978ef740888e1c7539c924091e,6e9615b2de24a27b66438b0c476a9397dde0cef0796c89d1e618203992f73c6b,fd8d27d8b8a651706d28214f35bcc0da1705440cbac94c0f1cc6ef25cbc65fc6,556ad03f3b8cb2008375:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,b4182efff39fb85fe94d,None,39c390007141d986a95d1b8906a06171c871dad90d75ae625514f17714addaa2,b0bc26f0041a1c71043cdf3b03085a43a47f61a19b7a5f0bb26012d56176b3f1,fc634117ea02a4fe595eb6aa57c0933eb926545e543d4e7f0f9fc7b895d6fd5c,b4182efff39fb85fe94d:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,e3f77ea122d4c41ae893,None,dd899bc5ccc1555eae217b1f1d91a8a6b4fd0819d83c04156d6c671981842d1b,52f0602f2ed85e3a4f74ef3520e5a1f33b0d1f1b035ec7ac7950e6505256addf,7a1ddefe1d316aefbbb777c91894675fc1e87551aa3b19d9a33b59f1e934190f,e3f77ea122d4c41ae893:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,856dbbc24ac283a3ae88,None,0a269e542556fff8bcf6a70e28426f50d0f2c987075706539110d1570771b233,5d120f276ea087e899c7c1020d1e853b5a9e504e79996eaf816b91d1d3977b78,74685b7db42be2fc0548874e4246456dc5dc813e0dcd80685ac83848691e259a,856dbbc24ac283a3ae88:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,868d5ab92e4c18d43162,None,1fcb2f27b99fa83d4fcea5d342826044e5d946715ba23623a074ea2a3b9945e0,153baf6b3f7c7363dfb50d1de015f0b5198f275c1bab706f5950fd50f72797ec,86af1acf122028d62d19077b4945c062fed63aadca98dad77e5d0d8a6e3b02b1,868d5ab92e4c18d43162:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,f1b1ec0c8d3ab72068fe,None,3f7f604649c61fb7ad22941f2c16c44c7c48dbfbb8d507181c378fe9155ccd0b,5247e4c248c9dacfa9fbcfbf782e17d1787f21305888f3f0f82b759729299886,3bd693605cca2c2b58c420d65b9c3f2c1283f772e4852998c8e3a0f0b3aecb75,f1b1ec0c8d3ab72068fe:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,7387aa3d8984e42d92b3,None,29945d46776cead36a050b4cb4fcf84d209a5f726cdf5e3650baeb43dad753e4,ae69881a6c9f91a5918683bbfcc145d862ecf83c038f33fa15b26a0b336d3fee,f6b426720de0ed289f0d8ab2a8a6808805f200fa8afad01215cfdc46fd1f4a8e,7387aa3d8984e42d92b3:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,7c3ba76c2a08f43270a0,None,aaea5180b5f47c517e71f304ed4f1263ab52bfdf9f821c11fc68cf24bb0777ee,d7092af5e782a45f2777dcdb11f8929ff43f0f0a41d6b8c2f01dec7c8aac1c9d,47c62a723a6e87c8787a64564977ed5e343e60db68bb2914be59e07aa0e32cc7,7c3ba76c2a08f43270a0:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,f53a3400919cd63bf98e,None,49928569d5e665f6cf269c9c95ffb613f5898f95338bcb0e128b06e2bd9b49b0,b7dfb284421eaaba8b724378274fb248d8319a29f1d2e19fb6b9340e9f9a7854,214d0a70af1db7ef58e4e7a5c8f9d0fcb29c4c2effd38d096e862e0f8b29edc0,f53a3400919cd63bf98e:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,e4e382f71c58d9c3df47,None,37d1ca1978c743db08ac3961c9faf8aecf4ef1581451865444d31d9e0b0d8af9,2319af74f34605d2953317c4a5096b87d33ad80323bd83e95b3082c34a7b75ea,c0aa8ba9af8185f806a7d58f5abd56a126e756a9257e0cc8964b9229b41f1348,e4e382f71c58d9c3df47:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,13133ce5d5279b52b902,None,1be9221e3feccda22706c633db9e7ab24fbc4aa23deed9200cc28d6bd1814db1,5bfaf156aead2d6e9cf58c225ea274528f2d5338521da062b51ac0b2c73ba5ac,6e482bf29c858c7e6a7fadee9f0a87c5658be55af1d9190af8f44e3a65536f9b,13133ce5d5279b52b902:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,4bbc12325c12f5483ccc,None,c6cd681f390ce9bb2b40729d5a13004c62c292fd3fee9390224f3ec06baf99ac,8e28b862affe0edff639ddaabd99db1d4b37bd3dbd982144e3d18fb2299e3a54,35f1c9ddd2bc2608b56e0d354bcd83dd4d11d3f80f04d6cc1cdc51772e9753b6,4bbc12325c12f5483ccc:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,56d11c632d69c3ef14ca,None,aa48750545cca2de3ec2b57a725388cc8a5b69354fc0b4cc086035ad412a7bd0,6f2dde1fc92fadaca3972786c920564d64958b6019dea48cfa70ea49cda06e1e,20a4701965e76eed884be3152d0f76bf55f30cd198dfb6df4403f5550f7e57a4,56d11c632d69c3ef14ca:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,260b938541800c4a432d,None,e872b26aa5a87608621c0f15199203552de8cd36946e65369a898c508df34bd1,adc221cfa334c748ae5355ac79799aaf8cd721f2284d664fb38bbe292621a334,740c5eaf911d1f6ab511092287c36e2c0603779dd57a992ea9b1e00d6c974f8b,260b938541800c4a432d:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,7f2d8ca057203a50db9d,None,ad44efa091a759a64ed758dc3138dfe079a5fbdefd8309a34b0ab082977e9461,fa6902333fc325cff69e7d662a5d1e255b2e1d9a524107d351f99eb672e8fabb,e5487ab0c2ebda014b6df4ce2c1506dbdf431cce816a50cb87cf131d5de7d91e,7f2d8ca057203a50db9d:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,9d90290c800e41fee9b6,None,edc7d3c92d7703df7ab89239ff3cd6c1a113760d3dd298e3510d46451f6cbc54,c50d1d1e4c4b0cc9cab0a79bfb2e595a3e28090e40f9ac95a41f15c2476b6698,d12a8f7dff46b61c6dc44e6f6d39b7ca2a6f4cedfa1ee1ddc97f2e80134089b6,9d90290c800e41fee9b6:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,f44687e1c1afe59e1a02,None,72a810b85475a002ecf61369963f28bcd98352b2bfece3dbae56386ab6b9564d,88f27a6dc5bcd1e984b30dad95e494c0b1d57163702de37f1a8508d49054f3c8,bd2ae4e5ccdcf063bcadf3ae97c718b2a423ed877c106a36fe15734d0a65012c,f44687e1c1afe59e1a02:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,319ba8552cda456e67f9,None,62a3dff6b11d750fbdac0516a3ce34bfd89dc4e1454907dca4d6d7d64fe0e68d,e0b5f987f07b51533800366f00079b5f7cfb47b598c909f065bd9ab7a8bd511c,c10b019b1d813e871a661cff1db044a0885b8097fdeac1fe8be442d6b107f565,319ba8552cda456e67f9:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,67ecd3ed806c4bbb9aa5,None,c03f6aa01db3e586b494903ede95ff60a7c1115cdd38a73b78076df2a07c4c21,7273251575a0f54b4a1b850047f6be4298f6d1d1edd7fe3a29afc39fa6555dc3,c06109cd23d1f32376d4ae5e69a8a50a282a51e6bb6c30101078f456e3fe132e,67ecd3ed806c4bbb9aa5:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
pleia_energy,2,outer_test,8a09d76221d57cae4044,None,93ede0162115cb3a19a8d4d01f39afc8c8c8af778fddb435938202be4293e7a0,26e2a9c293e302bb207619fbe93eaaf8e698b612853c5cc670d3f9d141e5bd68,b792b5f89b41058229807309e35020c4d7ddb504867e8c5759a5f9ffbd04c74d,8a09d76221d57cae4044:clean_identity,identity: original y and availability unchanged,False,independent historical-calibration reset and causal clean warm-up,"exact identity of inputs, bounds, alerts and released scores",False
