dataset,outer_fold,role,context_id,group_id,segment_id,onset_offset,duration,warmup,followup,context_start_row_id,context_end_row_id,onset_row_id,onset,context_rows,sigma,context_row_hash
pleia_energy,2,outer_test,52ff058ac620f898f36b,None,None:segment:0,75,6,36,6,563a18e05a1363d50a452609cacb471aefa0f51c56ad4caf113e915f24be43e4,468f429790668220292c7067a1c34737c95f54aac3cefc3511e3b3f08e63c987,02808ed7a95d0302ce21dd6bb0bd8e336fe506df38cfff4c4d4c8748d10c13b8,2021-05-26 02:50:00,144,0.162159375,fd5f232d51c7592f38643e67072c6a3d08b80219817adb6ef3cf88d5b50df1a3
pleia_energy,2,outer_test,27b322d680d6e9c660ac,None,None:segment:0,123,6,36,6,6052859d6e2ea2b87f543b4a0c1c4ba659db49e9e539e33994c96676e6b0a1c4,b04022b920b0474d9619ad38b8182f9d1548d3c8306629db8db2e7fa9d2b34b0,909a01b21ecfbe3f63318a72f272750c15b2bc28efad7ffa24bad81eb762ae00,2021-05-27 10:50:00,144,0.162159375,6a6a55e9acbd468bfab38c3323ec8bfbe8a7e2d8547ac24f3f7ad90aa37f94a2
pleia_energy,2,outer_test,e1daa44a8746acf0df3b,None,None:segment:0,66,6,36,6,73dbf4f63c40ff700b650eb10a5646c79d199593ba55f7c6c08b33b841cae8d4,03661a96822c6f6e0f777e22ca355845ad94d0f6e2b855d771431a760ba0c10f,fdde5b1ae6ed990677b128a8908aa05cccbea47e9843f59ffbcfc0ee6a5f4879,2021-05-28 01:20:00,144,0.162159375,7df7524c541029ecb5e2c0c7c5fb19f3c454ce038193d063268ca29e7b2f32b7
pleia_energy,2,outer_test,556ad03f3b8cb2008375,None,None:segment:0,49,6,36,6,8e2851b90d6e902afaae067b74fe8920c1e9f0978ef740888e1c7539c924091e,6e9615b2de24a27b66438b0c476a9397dde0cef0796c89d1e618203992f73c6b,2c658cf77395f6692466eba0c885fea0b923ec720afc5fbdb67afcdc10ce1880,2021-05-28 22:30:00,144,0.162159375,fd8d27d8b8a651706d28214f35bcc0da1705440cbac94c0f1cc6ef25cbc65fc6
pleia_energy,2,outer_test,b4182efff39fb85fe94d,None,None:segment:0,55,6,36,6,39c390007141d986a95d1b8906a06171c871dad90d75ae625514f17714addaa2,b0bc26f0041a1c71043cdf3b03085a43a47f61a19b7a5f0bb26012d56176b3f1,2f9570997d218917571f1347414b7adc102b55f2472f9738665007725a909cd9,2021-05-29 23:30:00,144,0.162159375,fc634117ea02a4fe595eb6aa57c0933eb926545e543d4e7f0f9fc7b895d6fd5c
pleia_energy,2,outer_test,e3f77ea122d4c41ae893,None,None:segment:0,120,6,36,6,dd899bc5ccc1555eae217b1f1d91a8a6b4fd0819d83c04156d6c671981842d1b,52f0602f2ed85e3a4f74ef3520e5a1f33b0d1f1b035ec7ac7950e6505256addf,62233cdaefdba70d5b6e032cf7efe7786beee29f891e5bfa4f5f20dd006bc1a5,2021-05-31 10:20:00,144,0.162159375,7a1ddefe1d316aefbbb777c91894675fc1e87551aa3b19d9a33b59f1e934190f
pleia_energy,2,outer_test,856dbbc24ac283a3ae88,None,None:segment:0,70,6,36,6,0a269e542556fff8bcf6a70e28426f50d0f2c987075706539110d1570771b233,5d120f276ea087e899c7c1020d1e853b5a9e504e79996eaf816b91d1d3977b78,17808eece53fffdb2ab4fc78cdc618c7d3a045ed682c48d7004442b50e1a688e,2021-06-01 02:00:00,144,0.162159375,74685b7db42be2fc0548874e4246456dc5dc813e0dcd80685ac83848691e259a
pleia_energy,2,outer_test,868d5ab92e4c18d43162,None,None:segment:0,109,6,36,6,1fcb2f27b99fa83d4fcea5d342826044e5d946715ba23623a074ea2a3b9945e0,153baf6b3f7c7363dfb50d1de015f0b5198f275c1bab706f5950fd50f72797ec,6c3896fe5569f47fccd9d7703fe637569369b2ee667b0da8d186b55196da28c0,2021-06-02 08:30:00,144,0.162159375,86af1acf122028d62d19077b4945c062fed63aadca98dad77e5d0d8a6e3b02b1
pleia_energy,2,outer_test,f1b1ec0c8d3ab72068fe,None,None:segment:0,123,6,36,6,3f7f604649c61fb7ad22941f2c16c44c7c48dbfbb8d507181c378fe9155ccd0b,5247e4c248c9dacfa9fbcfbf782e17d1787f21305888f3f0f82b759729299886,16c2e5534eddd36d46fd0c872db3ed600e92ce5ce50ce5e5d937ff478b9e7cec,2021-06-03 10:50:00,144,0.162159375,3bd693605cca2c2b58c420d65b9c3f2c1283f772e4852998c8e3a0f0b3aecb75
pleia_energy,2,outer_test,7387aa3d8984e42d92b3,None,None:segment:0,109,6,36,6,29945d46776cead36a050b4cb4fcf84d209a5f726cdf5e3650baeb43dad753e4,ae69881a6c9f91a5918683bbfcc145d862ecf83c038f33fa15b26a0b336d3fee,df205103ee650db8c4acddc3d8e501ec9d641afa2b91d5b60a63a0f023f4f2cb,2021-06-04 08:30:00,144,0.162159375,f6b426720de0ed289f0d8ab2a8a6808805f200fa8afad01215cfdc46fd1f4a8e
pleia_energy,2,outer_test,7c3ba76c2a08f43270a0,None,None:segment:0,96,6,36,6,aaea5180b5f47c517e71f304ed4f1263ab52bfdf9f821c11fc68cf24bb0777ee,d7092af5e782a45f2777dcdb11f8929ff43f0f0a41d6b8c2f01dec7c8aac1c9d,b8006efc6f897ff6f96f06119ac89fc5e36654c12065b3533f579be3c13672f9,2021-06-05 06:20:00,144,0.162159375,47c62a723a6e87c8787a64564977ed5e343e60db68bb2914be59e07aa0e32cc7
pleia_energy,2,outer_test,f53a3400919cd63bf98e,None,None:segment:0,80,6,36,6,49928569d5e665f6cf269c9c95ffb613f5898f95338bcb0e128b06e2bd9b49b0,b7dfb284421eaaba8b724378274fb248d8319a29f1d2e19fb6b9340e9f9a7854,77ebd8bbf1ece1cd74036572e9e95b95cfaf428fbb4af6439c34e00dd86c857f,2021-06-06 03:40:00,144,0.162159375,214d0a70af1db7ef58e4e7a5c8f9d0fcb29c4c2effd38d096e862e0f8b29edc0
pleia_energy,2,outer_test,e4e382f71c58d9c3df47,None,None:segment:0,51,6,36,6,37d1ca1978c743db08ac3961c9faf8aecf4ef1581451865444d31d9e0b0d8af9,2319af74f34605d2953317c4a5096b87d33ad80323bd83e95b3082c34a7b75ea,7e6d57cacf2e7e59ac18dbbb65061a7c5b1e9b14df4f47e29932c46f3d6185ac,2021-06-06 22:50:00,144,0.162159375,c0aa8ba9af8185f806a7d58f5abd56a126e756a9257e0cc8964b9229b41f1348
pleia_energy,2,outer_test,13133ce5d5279b52b902,None,None:segment:0,64,6,36,6,1be9221e3feccda22706c633db9e7ab24fbc4aa23deed9200cc28d6bd1814db1,5bfaf156aead2d6e9cf58c225ea274528f2d5338521da062b51ac0b2c73ba5ac,9bee0003355bafe356c7635eae822cd42f04b5228c57e60c75dfe2a63edc59ce,2021-06-08 01:00:00,144,0.162159375,6e482bf29c858c7e6a7fadee9f0a87c5658be55af1d9190af8f44e3a65536f9b
pleia_energy,2,outer_test,4bbc12325c12f5483ccc,None,None:segment:0,110,6,36,6,c6cd681f390ce9bb2b40729d5a13004c62c292fd3fee9390224f3ec06baf99ac,8e28b862affe0edff639ddaabd99db1d4b37bd3dbd982144e3d18fb2299e3a54,7b29ca06a71d5799f353b1a413bda31a0f5642bfd64ef553af70b680d8a83f80,2021-06-09 08:40:00,144,0.162159375,35f1c9ddd2bc2608b56e0d354bcd83dd4d11d3f80f04d6cc1cdc51772e9753b6
pleia_energy,2,outer_test,56d11c632d69c3ef14ca,None,None:segment:0,108,6,36,6,aa48750545cca2de3ec2b57a725388cc8a5b69354fc0b4cc086035ad412a7bd0,6f2dde1fc92fadaca3972786c920564d64958b6019dea48cfa70ea49cda06e1e,ec0d223ec5884de7caaa335646a3d78cd897305f80570b66036f1f06c9c3568d,2021-06-10 08:20:00,144,0.162159375,20a4701965e76eed884be3152d0f76bf55f30cd198dfb6df4403f5550f7e57a4
pleia_energy,2,outer_test,260b938541800c4a432d,None,None:segment:0,98,6,36,6,e872b26aa5a87608621c0f15199203552de8cd36946e65369a898c508df34bd1,adc221cfa334c748ae5355ac79799aaf8cd721f2284d664fb38bbe292621a334,1182d17bf6d509d92d62c1c0eb865b821c0cc5a33c900aa02ae33746780c298a,2021-06-11 06:40:00,144,0.162159375,740c5eaf911d1f6ab511092287c36e2c0603779dd57a992ea9b1e00d6c974f8b
pleia_energy,2,outer_test,7f2d8ca057203a50db9d,None,None:segment:0,63,6,36,6,ad44efa091a759a64ed758dc3138dfe079a5fbdefd8309a34b0ab082977e9461,fa6902333fc325cff69e7d662a5d1e255b2e1d9a524107d351f99eb672e8fabb,d832e5e97b1e45ed4c829e22b085f6b6e8a531bab0f275691c4fe53fe6af9feb,2021-06-12 00:50:00,144,0.162159375,e5487ab0c2ebda014b6df4ce2c1506dbdf431cce816a50cb87cf131d5de7d91e
pleia_energy,2,outer_test,9d90290c800e41fee9b6,None,None:segment:0,116,6,36,6,edc7d3c92d7703df7ab89239ff3cd6c1a113760d3dd298e3510d46451f6cbc54,c50d1d1e4c4b0cc9cab0a79bfb2e595a3e28090e40f9ac95a41f15c2476b6698,aa9466575ac0ab131901368f4c32e48bf4eade75dafd7b7690fcef46a6055dbe,2021-06-13 09:40:00,144,0.162159375,d12a8f7dff46b61c6dc44e6f6d39b7ca2a6f4cedfa1ee1ddc97f2e80134089b6
pleia_energy,2,outer_test,f44687e1c1afe59e1a02,None,None:segment:0,115,6,36,6,72a810b85475a002ecf61369963f28bcd98352b2bfece3dbae56386ab6b9564d,88f27a6dc5bcd1e984b30dad95e494c0b1d57163702de37f1a8508d49054f3c8,d7af58cdc783bd3cdd0a59c23155c918359c81d79e753f3de528fffe250d425b,2021-06-14 09:30:00,144,0.162159375,bd2ae4e5ccdcf063bcadf3ae97c718b2a423ed877c106a36fe15734d0a65012c
pleia_energy,2,outer_test,319ba8552cda456e67f9,None,None:segment:0,55,6,36,6,62a3dff6b11d750fbdac0516a3ce34bfd89dc4e1454907dca4d6d7d64fe0e68d,e0b5f987f07b51533800366f00079b5f7cfb47b598c909f065bd9ab7a8bd511c,2486b7ddc93b31d3e998f8b6d64814000d0c051bda56e5a6abe04a31f6b89cc1,2021-06-14 23:30:00,144,0.162159375,c10b019b1d813e871a661cff1db044a0885b8097fdeac1fe8be442d6b107f565
pleia_energy,2,outer_test,67ecd3ed806c4bbb9aa5,None,None:segment:0,71,6,36,6,c03f6aa01db3e586b494903ede95ff60a7c1115cdd38a73b78076df2a07c4c21,7273251575a0f54b4a1b850047f6be4298f6d1d1edd7fe3a29afc39fa6555dc3,c3453e9b9a5f6a621f2015380b8b777a09f2beaaf3ef061ddf35e9e5d0ed12a4,2021-06-16 02:10:00,144,0.162159375,c06109cd23d1f32376d4ae5e69a8a50a282a51e6bb6c30101078f456e3fe132e
pleia_energy,2,outer_test,8a09d76221d57cae4044,None,None:segment:0,64,6,36,6,93ede0162115cb3a19a8d4d01f39afc8c8c8af778fddb435938202be4293e7a0,26e2a9c293e302bb207619fbe93eaaf8e698b612853c5cc670d3f9d141e5bd68,270bf06c7636aa7b24177dbcad666e25257d68d4b6ea0dd1a716ae29f1e6a90d,2021-06-17 01:00:00,144,0.162159375,b792b5f89b41058229807309e35020c4d7ddb504867e8c5759a5f9ffbd04c74d
pleia_energy,2,outer_test,aaaec13740dc4cc30d5a,None,None:segment:0,68,6,36,6,a2811b7ad59141c2a6828d49e8256b0d21a17c8988b9a135bafbcaf6f08af4c6,a062b0accd0b32f0f3cd8cf01e9906a0452b2c47c07e609b843ee0dcbbde40ad,98d3eee6a5d2bc19c07d03ff7bbac9ab3c2977856f959cbd052bf47fed10b325,2021-06-18 01:40:00,144,0.162159375,f5f95e0116b42599d7665ac819782de2f871dd791d2d1b042a4b6bc1df3ccb25
pleia_energy,2,outer_test,07cc822c1068773a0cf2,None,None:segment:0,127,6,36,6,4d3b415c443d24a471d5397a1e5beba103f425af4f494bf3d083b288739ce7fd,2d1c74e8a757e5c11f3a99f4c22f08b4533ddd9f06b117e171ebe994e7b97722,37923b8ccbc41a8da4d845adb9a6f7f3cd18d0626f6fcebc519cca7e5d0fe6ee,2021-06-19 11:30:00,144,0.162159375,f327c562ee73896acc7773bc3b561d3d12fe48368548ca3a1c4b57dd10e724ec
pleia_energy,2,outer_test,e4bb01376a6471794653,None,None:segment:0,76,6,36,6,82a4d3806e25faad9030353a862fff35ff384e9133c504e59d63bfa03d350a7c,2f4418447628f8278593da8bf9627497d3cf2d5392da8a3853dbc749a3b8ced9,70cd4258fd84daee3446c0cb20b0a94060610f11d18ff07573cae3ae28aff9ef,2021-06-20 03:00:00,144,0.162159375,6d8c87df6d756ef9856ebd4384197ba17dd13a5620da3007b04fe31533d00389
pleia_energy,2,outer_test,49b115b97a96dd52f775,None,None:segment:0,132,6,36,6,5ae1d3f72391c3d43407828365f803b2ed02d3fd4e8565ca5d0f69de6e26b521,782c7a2f283447fb2e533b9fbc4b4f4e5333c1fba6d215e8ee6a1722790ac3ca,31a821315fb98a3da9fdeed85d7b56717527c39fc4f1c48b4eca4314868ecaeb,2021-06-21 12:20:00,144,0.162159375,70c8ff07730b5afd395aaa49147fd4a1beb14c90fef3eea0ee1d233f15569dbc
pleia_energy,2,outer_test,13889fc844c4dc20beac,None,None:segment:0,100,6,36,6,c983e7ecf3da8be2ca7004d1078cee96db55c6ba82d213a156796a79d592e55d,ea1adfe3ab1044673dc5b01cb180655135b63d3c5eca48a5d29228709201c9a5,95906c36f993635615956932c60eb88f665aa463955d7c079db888d12fe5964f,2021-06-22 07:00:00,144,0.162159375,1705c018a2ec6058b442bcc518af8ad9d7ebd0eef6a0024bdadba3aaff929c15
pleia_energy,2,outer_test,223de8aab912ad8e1314,None,None:segment:0,89,6,36,6,d302eb3a116bd6ae23298ad800560b5db2ed966bdd04ee6e187824f2e453a4e0,1e0ebf12831c2632bb44bd7ee6cfbe9a289536886b779d2a789835b6fff53fa0,15e5127745b92cfbf071c42b7c2da849ee33be2e7ffb69d55c27dc22e6825c21,2021-06-23 05:10:00,144,0.162159375,51327bc67921e07e2cbc794b32cc9ee39dc90f41b04946e82c3bce3afd86124e
pleia_energy,2,outer_test,998e4e781e70385b4c86,None,None:segment:0,118,6,36,6,0019e87ddd96a79035b59576661dd752e3a68ed640abfc6e508256d3e153e6ab,ca4f877b403ff5021f0658d349413c57104c20dd9958f1e44f116291c05af9c8,7095590672042e6bc45f41985641e8f1ac13f5e174570a942e1edba634b18785,2021-06-24 10:00:00,144,0.162159375,43070ae5cca5aabc1963c0243e9d24b5e2f6bfb76d938fcf96f3c376e9bc7057
pleia_energy,2,outer_test,e5c0f6bebd4ddb1f58f9,None,None:segment:0,67,6,36,6,c48bac853323e58b8bb2188b2b5a15e0190ce81b9dc640505febfd875387ed4c,184335a4c69d583903699cd57a991998c763fd6ce9505b7c62aff298891fddcc,9d0aae0e982bd7fb81283bef87c720b7e205c6de324c0142525885fc47aa2e5a,2021-06-25 01:30:00,144,0.162159375,6397c01fbdb5a8384447ab0fcf291481ee36ea7ab570065ebc3bb57a06772e7e
pleia_energy,2,outer_test,72af2c98653f8e58a9d6,None,None:segment:0,39,6,36,6,4b43e4f3bcdca2cb0889095475c8f74a55903c7a8d2418106f707e55076918e8,32f452af83d9721a921262fc2791fcc3e558482060072a6db44281f74719ee6d,7a295ed239eab8912ad720527cbdb0d44342fcea797dd3c9e32e397f02e3bf09,2021-06-25 20:50:00,144,0.162159375,6dbb2133d6858360be2cd1a5a8fd9b2a4ceae75c1ffcf15dd96387b573599063
pleia_energy,2,outer_test,216384675e084850261a,None,None:segment:0,109,6,36,6,9bb60c6ab3428f3806e1ea9fed42c5c25c20838674a3cb447415a8c8d34a3992,6419e1ba1de655cae0c0d0ae7cbdbe87cf9484b0b9f3f583ef6dc6236a42321a,ae63005f87371ba4a7891a66cecf6f04aaa184fc56f7f6accc01b85d044ee228,2021-06-27 08:30:00,144,0.162159375,eff0e29a14e514814cc2624f149bff3cc359bdf4cffe2b21e6a410e850c00350
