context_id,ordinal,stage,canonical_stage,alias,realization_hash,family,severity,replicate,effective,null
53a65a7f744a0aa6666e,0,context_53a65a7f744a0aa6666e_v0,context_53a65a7f744a0aa6666e_v0,False,a59dd65a2f5e1223842ae87fd3c3906d736a0822a2beb909086ae29fa129b919,identity,0.0,0,False,True
53a65a7f744a0aa6666e,1,context_53a65a7f744a0aa6666e_v1,context_53a65a7f744a0aa6666e_v1,False,67eaf154e4a1c85f32353c58a5cd2b33336dfaec63cd66e3ec22c99805d49e94,random_missing,0.5,42,True,False
53a65a7f744a0aa6666e,2,context_53a65a7f744a0aa6666e_v2,context_53a65a7f744a0aa6666e_v0,True,a59dd65a2f5e1223842ae87fd3c3906d736a0822a2beb909086ae29fa129b919,random_missing,0.5,43,False,True
53a65a7f744a0aa6666e,3,context_53a65a7f744a0aa6666e_v3,context_53a65a7f744a0aa6666e_v3,False,ff943a2f5c8fe26454c67b5cdc6ae4668bbf472d3ccb715c6f7878cc333c6929,random_missing,1.0,42,True,False
53a65a7f744a0aa6666e,4,context_53a65a7f744a0aa6666e_v4,context_53a65a7f744a0aa6666e_v4,False,17a2195290e84f6503322af11c5aba9a32077d6855bf5534e8a03eaef3c59a6c,random_missing,1.0,43,True,False
53a65a7f744a0aa6666e,5,context_53a65a7f744a0aa6666e_v5,context_53a65a7f744a0aa6666e_v5,False,db13d8bd5743cc86ae230b011172621d4bac994afa20809f72ce832b29f4b0a6,random_missing,2.0,42,True,False
53a65a7f744a0aa6666e,6,context_53a65a7f744a0aa6666e_v6,context_53a65a7f744a0aa6666e_v1,True,67eaf154e4a1c85f32353c58a5cd2b33336dfaec63cd66e3ec22c99805d49e94,random_missing,2.0,43,True,False
53a65a7f744a0aa6666e,7,context_53a65a7f744a0aa6666e_v7,context_53a65a7f744a0aa6666e_v7,False,6bd590c1fce29c65b95d24acf3f15952f8852e2ed39ed3301e7396a0619f0b5f,block_missing,0.5,42,True,False
53a65a7f744a0aa6666e,8,context_53a65a7f744a0aa6666e_v8,context_53a65a7f744a0aa6666e_v7,True,6bd590c1fce29c65b95d24acf3f15952f8852e2ed39ed3301e7396a0619f0b5f,block_missing,0.5,43,True,False
53a65a7f744a0aa6666e,9,context_53a65a7f744a0aa6666e_v9,context_53a65a7f744a0aa6666e_v9,False,624d827bd5a9cc226e24d577c93cb60cbe45e999551eb55bd474b04e637885d6,block_missing,1.0,42,True,False
53a65a7f744a0aa6666e,10,context_53a65a7f744a0aa6666e_v10,context_53a65a7f744a0aa6666e_v9,True,624d827bd5a9cc226e24d577c93cb60cbe45e999551eb55bd474b04e637885d6,block_missing,1.0,43,True,False
53a65a7f744a0aa6666e,11,context_53a65a7f744a0aa6666e_v11,context_53a65a7f744a0aa6666e_v11,False,815e1dbe350db9ea3aaf24f6e198d29faa9d2c800548566120b8c1390046ce4d,block_missing,2.0,42,True,False
53a65a7f744a0aa6666e,12,context_53a65a7f744a0aa6666e_v12,context_53a65a7f744a0aa6666e_v11,True,815e1dbe350db9ea3aaf24f6e198d29faa9d2c800548566120b8c1390046ce4d,block_missing,2.0,43,True,False
53a65a7f744a0aa6666e,13,context_53a65a7f744a0aa6666e_v13,context_53a65a7f744a0aa6666e_v13,False,4e864f6c8a7c7788c6e811a8457edfbff52528dfa208ae9c1bf8d7e5025e6abe,stuck,0.5,42,True,False
53a65a7f744a0aa6666e,14,context_53a65a7f744a0aa6666e_v14,context_53a65a7f744a0aa6666e_v13,True,4e864f6c8a7c7788c6e811a8457edfbff52528dfa208ae9c1bf8d7e5025e6abe,stuck,0.5,43,True,False
53a65a7f744a0aa6666e,15,context_53a65a7f744a0aa6666e_v15,context_53a65a7f744a0aa6666e_v15,False,ecbfe4519c4334894a976c0496dded4c234b109d0c6568e8d0181d836bf42ccf,stuck,1.0,42,True,False
53a65a7f744a0aa6666e,16,context_53a65a7f744a0aa6666e_v16,context_53a65a7f744a0aa6666e_v15,True,ecbfe4519c4334894a976c0496dded4c234b109d0c6568e8d0181d836bf42ccf,stuck,1.0,43,True,False
53a65a7f744a0aa6666e,17,context_53a65a7f744a0aa6666e_v17,context_53a65a7f744a0aa6666e_v17,False,dea6a63424cf07c2520fcc08379321271c7ca2e1dbc6d8a162328e4ad186ee34,stuck,2.0,42,True,False
53a65a7f744a0aa6666e,18,context_53a65a7f744a0aa6666e_v18,context_53a65a7f744a0aa6666e_v17,True,dea6a63424cf07c2520fcc08379321271c7ca2e1dbc6d8a162328e4ad186ee34,stuck,2.0,43,True,False
53a65a7f744a0aa6666e,19,context_53a65a7f744a0aa6666e_v19,context_53a65a7f744a0aa6666e_v19,False,7f6aff474007c047817d66b6d332e8a2c3f616a320c0980da1cb7b57e2a340bc,dropout,0.5,42,True,False
53a65a7f744a0aa6666e,20,context_53a65a7f744a0aa6666e_v20,context_53a65a7f744a0aa6666e_v19,True,7f6aff474007c047817d66b6d332e8a2c3f616a320c0980da1cb7b57e2a340bc,dropout,0.5,43,True,False
53a65a7f744a0aa6666e,21,context_53a65a7f744a0aa6666e_v21,context_53a65a7f744a0aa6666e_v21,False,00943a9b72bf812d180d8654e80bd5e52f42386f91bdf4a45884f739dbb8c5e2,dropout,1.0,42,True,False
53a65a7f744a0aa6666e,22,context_53a65a7f744a0aa6666e_v22,context_53a65a7f744a0aa6666e_v21,True,00943a9b72bf812d180d8654e80bd5e52f42386f91bdf4a45884f739dbb8c5e2,dropout,1.0,43,True,False
53a65a7f744a0aa6666e,23,context_53a65a7f744a0aa6666e_v23,context_53a65a7f744a0aa6666e_v23,False,0f176becdcd211a688bf8c09632a4981c463e2b940fb7612a8a88cebe450dc91,dropout,2.0,42,True,False
53a65a7f744a0aa6666e,24,context_53a65a7f744a0aa6666e_v24,context_53a65a7f744a0aa6666e_v23,True,0f176becdcd211a688bf8c09632a4981c463e2b940fb7612a8a88cebe450dc91,dropout,2.0,43,True,False
53a65a7f744a0aa6666e,25,context_53a65a7f744a0aa6666e_v25,context_53a65a7f744a0aa6666e_v25,False,b4a788327d77a786b705e3bc87b9742c17d1bf2c02b69757de4cc882557efe9a,bias,0.5,42,True,False
53a65a7f744a0aa6666e,26,context_53a65a7f744a0aa6666e_v26,context_53a65a7f744a0aa6666e_v26,False,d3ccb5dda918c3cf0b8efa6dafb32761a321cba34e7ab0549fc70f31c9b823ce,bias,0.5,43,True,False
53a65a7f744a0aa6666e,27,context_53a65a7f744a0aa6666e_v27,context_53a65a7f744a0aa6666e_v27,False,bee7c63f4e1d6735167d31cbe57a290f9166f7150817fcc477ab80b59a990cda,bias,1.0,42,True,False
53a65a7f744a0aa6666e,28,context_53a65a7f744a0aa6666e_v28,context_53a65a7f744a0aa6666e_v28,False,25b4d4102240b19fb4ef7ba48e8174936c04628618410feb727289449b853c6b,bias,1.0,43,True,False
53a65a7f744a0aa6666e,29,context_53a65a7f744a0aa6666e_v29,context_53a65a7f744a0aa6666e_v29,False,05a64da79436f527aed05cfe416d87affb2b87cbd0043244ad66d50447ceeb71,bias,2.0,42,True,False
53a65a7f744a0aa6666e,30,context_53a65a7f744a0aa6666e_v30,context_53a65a7f744a0aa6666e_v30,False,eaf51f0d920ed375db26ab13d121d426e2ca474dfbdfe2d04cabaebe9a314239,bias,2.0,43,True,False
