dataset,horizon,outer_fold,model_seed,run_path,source_hash,protocol_hash,run_file_tree_hash,evaluated_commit,historical_refits
pleia,1,2,42,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,bc4bc18e3fb8d0e2a255fc047cd8b787b056be366948eb59e682497a5a730026,9b673b084a31e34adafb717eb3f052e52b9be994,0
pleia,3,2,42,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,03544843ecc271a67486a17b23fb215388c75f3a70d3064ea8146eafed7a7cee,ac49db912883387e675e321e0a23ac955a43f6b0,0
pleia,6,2,42,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,ca66ad4e2394336c64d4dfd4564e6c37faec462d2c5eb347b7017b3d11ba9848,ac49db912883387e675e321e0a23ac955a43f6b0,0
pleia_energy,1,2,43,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,9a5f8e926042af5fac0c3fceb0e887889cd310cf57cdaa89b6239e4da7611673,fa80cf5187d33c0fe3b71d4bd5360c103c4591f5179be3411dfe0884ee61e2aa,c1a56e47254d306cf472fcdc21187aa1664664b9,0
pleia_energy,3,2,43,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,0994b58ad507c89e4477b9d8f239790b940d570f5a1e8d13854e7914fd34622b,9fad1187c016cda3c494832d937408605eb24dff8325cf1955ad4ac58b37be63,c1a56e47254d306cf472fcdc21187aa1664664b9,0
pleia_energy,6,2,43,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b93741f34b2850dc828bbe017dd62253e0e099a5101de4a74885b6a91db639c5,adcb291bee22d445ffce66cbf0e7032b22cacb03865d22c723cc2616bee27646,c1a56e47254d306cf472fcdc21187aa1664664b9,0
rico,5,2,43,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,74eb284e91314998933d2de50059b1b6b26eb11ff0398586688a4f60985be4fd,1deda2ef4c51edfb7f888a9e8aaecd9a234fc35d0786512d2520d6f3fd487f24,c1a56e47254d306cf472fcdc21187aa1664664b9,0
rico,15,2,43,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,6118ae753e7869a6676eab873bbd97832260b434782324da367a8542c2dd9c41,988666bea411f036252cd8fd29995150a6c6d536eb2fffe9d575b10acf83762b,c1a56e47254d306cf472fcdc21187aa1664664b9,0
rico,30,2,43,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,050b5ce09462d58b7bce831cbc47f90ab7c8a1dad2cdbf0f11daf141c77b099b,983cd3906aa3abac2b37b5531a3070c08e9ef3a39725f99a48dcc6a3696ca2e9,c1a56e47254d306cf472fcdc21187aa1664664b9,0
rico,60,2,43,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,85ad761357274da3f86ef8417ede058f4bfe3615117513b11d0b1ac2c3765dfe,c29378219be742ee707995cf4c3a13ed720660f849385839d295e32295818e71,c1a56e47254d306cf472fcdc21187aa1664664b9,0
bdg2,1,2,43,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,58027826a3a98cb7b4370662f19aaa693ba6370fe417a19ca4c32b3141872a0e,962758e3c7ca154fee2be46e100f4837532a2395647f913e25a387b8ef442d4f,c1a56e47254d306cf472fcdc21187aa1664664b9,0
bdg2,3,2,43,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,6225a33e725729d2d0c357a6cdf095480c5fe7a60e3289df38edacdb5f0da356,4012b33cf56594ad21f3c602da33737addbd6d0615c91373107a20bb29e31f39,c1a56e47254d306cf472fcdc21187aa1664664b9,0
bdg2,6,2,43,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,077b77572186c5f9d9893e3c98265d76a061cc7ec7c7da76d384cccbee2ffa0f,d999170d031430f5854d386a8f9233ff87ab5f9c3f0ee4a630e46d757c778088,c1a56e47254d306cf472fcdc21187aa1664664b9,0
pleia,1,2,43,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,006c7b08726fdfe876769e33b3062b900b78e677877db0102c7be60883189b03,1da0da4d1babd4f41f4af5a93865d8e9d7ffb95030d1eb7b2a65a1efef512a34,c1a56e47254d306cf472fcdc21187aa1664664b9,0
pleia,3,2,43,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,591cc9bc729f1568eb03adc14a89532c11b371bf24f5f2b6e51e6eb80bd8971b,d590c1cb9e8ef820639d19ab37a8696cb3844c6e7ad195c1ac6e50815907a294,c1a56e47254d306cf472fcdc21187aa1664664b9,0
pleia,6,2,43,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s43_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,12a21c7ab9474210c38718dc5d0ad8b0f6eeab8c5f54e8c84e545f094db17d5f,0f4baec1a95300024e3922af5322b1f10a2c09101a6ca69ad824b8d3d1fa44c2,c1a56e47254d306cf472fcdc21187aa1664664b9,0
pleia_energy,1,2,44,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7305c5b5c944d7ca23477856f743db6c5d3fc66016caca920440b0e349553e29,3830b3d2b044860e227a00ded98bc998087a42850ae778f93c57aac8e5b11509,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
pleia_energy,3,2,44,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7005585684404ffcda0b1dfc1efe74e1c1f8f20f66456d7cf8b530c192a57eff,0647cb818d0dfd72a8348cad87ca6fc2e8a58c958225531d9506cb419ff6b29d,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
pleia_energy,6,2,44,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,5d84a3cdb1f24e4bae241c0a4e3a47bf0400815a82460b134e1a6e358a87472e,1193f918b5968d652e41054cd6d3903afb969127717414e44cbe0c1296e6474a,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
rico,5,2,44,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,6e0a75894df5a2ec4fa8ed9012956025089b82b4d04a42a051dc20244c9643c2,0c6d0c14b77aa16b46869f2527a132a7e9d6025d86ad6e45fae4a60e9283a7fd,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
rico,15,2,44,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01fd3965e400bdbca1098dcdcbf99395ee6b446384d55833c260e9b9f41206df,544e404e15b1be2e88d116ff09d704ee8b1c65de1331e9eebd3d7e03dcdc6858,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
rico,30,2,44,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d77ff883b70c530d7ef4a845d9f8bb9579906f566e5c281d2756cae0377e97b9,b73737447225a91f707746ff37c70fea13a41a92863702873b96545a13b8840c,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
rico,60,2,44,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,01b0ab222def6a097a71173f162a9d0a123cee2401f80ab01e645ea937b84d41,8666930b513fbdfa79662a1838f4818bdf3e8c3de19a31b09dc7fc3e298db1bd,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
bdg2,1,2,44,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,e7988effe69158185667915053b64a81aacdfba8f19abf3f913ea7b779a2aa11,fe1b93cc805bda9d6254d44ed0499116788cebc903020b221c3ea0390165de0f,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
bdg2,3,2,44,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1c272b5857ac435b4dc16a2df23f54cc875cd939040fe756c81d6838e1cc680f,ed165c451fb111b1868dc028536a1b99d73e3cc6830fc2167bd48aac26e57062,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
bdg2,6,2,44,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,6dfe0e0bfd3dc2f5fff2b69f9b2dbbe2d7192a01735568515ad77c163d63c11a,673ae60d905b2c30b0fcdd39f2635e15ae6dd6f99ce8fefa534d8ca8b359fe8f,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
pleia,1,2,44,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,556741a9a18d9a9f8ebb1031f0e532e5233caa8c07bcda907c7ae3ae195edb7f,b09e7d81d0310b22f1deaa37ad14dc21ffadaa293418fdf23964aac68a530a33,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
pleia,3,2,44,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b7e3fa5ed8095f5fd84d9934e8cfc8e570437f6da1fa9ab9bb67e1ef8b940f33,1377304f7623218f78dd1205d516420d26703d47219bf640a136fa27c92aee3e,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
pleia,6,2,44,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,525531103bdd604f7fcaff1fd54d3b905c82394b6ab9d0a9f351f372258537df,ef9201044465db03dff054d1238d4d917cf8111527a7758ef2a8c51d36108a13,17c4df7f3679fd44737aed1738f88b7f9be5ff26,0
pleia_energy,1,2,45,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,62525d471de44634625aece820db117b886a496789ecd0dc85fc593cfee8dbee,197156cceed732dc5b4c4cb2d6345d954637fcdef9d14b146d5285b24a59f071,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
pleia_energy,3,2,45,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,c4251293278cc903db86fe4f42a91a7108a0c33bdffb224f47cfe4b37bfbafc1,4f15e2d343199a786f30114255893effe4afd9f49c3b030f4ad5f50c17f14b86,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
pleia_energy,6,2,45,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3fd3655fa8c8f5b07cbc7734a71eee3a1d2ad04dceebe9ed0c4d80fa5c1ad796,aa082fa63ae67a41b778e7c3b77b2163795776be6f5dddda1f96ba8bc5572b47,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
rico,5,2,45,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,adda24f5b9ed20420c5e5eb85728317dc112a5ed5567a38f1aafc895df114e1c,06f3435a19bc90946c8a945a4455a5ced55036911e47e0a63e43d32091383df0,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
rico,15,2,45,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,992e3d20e746f1fcb3e78f8d1a69d9ebf12ed9e0140eadbf817f49e2ed57c3f8,79094064a564d5e7650e47fb8232ca0012cb7bcc9cbbbcfe7f129ef29d148108,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
rico,30,2,45,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,5769aea4df39adc1c5884a4ac4950471da7bbe227eea0549a15de94fbdebfb6d,b05077f840e312557cdd692e15aca4aa62183bf8a2e7df71e5a1fc424348838c,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
rico,60,2,45,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,13626bbe92c4fc2e657cc07a12d739e6c76c86fd5e6e16d106077d5e6ffeef37,f0b473d1e04891d17904b35912cac8195158b998dc212c02ef9a425a72637ee2,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
bdg2,1,2,45,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d17374d7dfe7206b1bc2d78ed29eb81be4f2ec7661fd25177f694623751f05b4,8af9e629d98e67666980e883f544e5ea6a76919f4291e4505882668e8a11dcb1,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
bdg2,3,2,45,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b09d5d8c367121e6d22677abdb3f3bdb6a98e8404434e14ad1bfa57c42d265dd,8094f063d873b0cdf60cda9baeee3ebcff48945f7d53afb1a05293d15eb998c5,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
bdg2,6,2,45,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bf3712ec340f3bdba2b4f5fb836947320a1d97c097af41bf3d3d7cb8c8c05269,7e35ad7963a012fd50f76fa9502469ee094cb05a6498ad8bd9a8f238ff1cee8d,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
pleia,1,2,45,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce8d6b4c952de02d809dfc2b4fbd7b34988a37c2c5ca18c286a65afd2a71556a,6f0570c71b44651f5163d5a7eef4ffa9c3578d58598a6f05757c131273fc2420,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
pleia,3,2,45,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,43fdef7973feabb27f49a6f3a57657663ea1c46bff243e5d984ce84c66f35ce8,e66ce89a3d356499c0bc8c379f16a5b852b4ae46864ba33b1f19d55215903124,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
pleia,6,2,45,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7b3af2e5082254e020ca867fb95d22cc2dc6b99331e9a1c7f86c6a385461bbeb,438fc1f5953e1c6ab772098d0a82f985989791e2d5867debe0b2fd26e34a2dd2,02e13e0591ba5ce1559f2449743a1c7cf52b8db4,0
pleia_energy,1,2,46,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d3f48a48b1e9bd268b7a135c9afd44e18a498537f9d3262d88eb1ded5694a0c3,39349ed2070b46f8c99d8a163b19069d3933ea24aeeea0c028d123fc917af109,04cc77ec9b6aee35990711b6bafaeab3bc0fa7a9,0
pleia_energy,3,2,46,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fb989e0b28343b79b68029382ab18ade0ee12ee10ed49917a8ceffa6f9970124,2134cf9ccc559c3996ef58549ab10e484ac520db362733da2bd957881e4bfa70,04cc77ec9b6aee35990711b6bafaeab3bc0fa7a9,0
pleia_energy,6,2,46,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,a7fb23eab8e276cf1692aec7b1d3928e3ec2e9cf037d4dbfff4e0ac7d3af6d87,b0a31a9056064e41dc167e37f748aa24eaad4ebdd889f2bb28561a377434a2f6,04cc77ec9b6aee35990711b6bafaeab3bc0fa7a9,0
rico,5,2,46,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bc0f06119e0a0e1ed46353afd0b76b2c92cad9e7003e51737073831e86c9ecd3,534afbcf810301151574a4ba018510081dea31549a7bf1d6ebc54e4f11f341fd,04cc77ec9b6aee35990711b6bafaeab3bc0fa7a9,0
rico,15,2,46,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fba4163656ab14c306dd508668113d90ba96f38e46ee7b8f52fa4a00e8ee546f,42c5b79976d1d6490cf810ed8db5161401e9492d9724df6f87aeb7df46396de2,04cc77ec9b6aee35990711b6bafaeab3bc0fa7a9,0
rico,30,2,46,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,0db7f0a10aa75d45d291b57c800923360aa803d8a48eb3fa75d6968e1b6a27fe,a9f8f15dc878dc21c5a71295f6386a990064754801261f103304362ec11b0ead,04cc77ec9b6aee35990711b6bafaeab3bc0fa7a9,0
rico,60,2,46,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,27622b6cebbf93f20aeec4af03f6497dc542faf718a8e023032df13475a84c65,8c4f6e8859e3a2e54f1ea102733f204a93cc9601d588e311917d2750295ed95e,04cc77ec9b6aee35990711b6bafaeab3bc0fa7a9,0
bdg2,1,2,46,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b6643b6b0997a0780ea6392f425b4a0cb5398cc5509f4332b3c8d5941770a46d,08186c091247a74b6092cd14897caec931f0662da740928d1e5a91b3cf32b377,04cc77ec9b6aee35990711b6bafaeab3bc0fa7a9,0
bdg2,3,2,46,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,f93cc7009437b45a97bce046887aaf78f96bc32475a26a555e30540eb666b963,c21d2bba747299324407dc1ae16c16ba740aae9cf85cec5687d89d60e6888113,04cc77ec9b6aee35990711b6bafaeab3bc0fa7a9,0
bdg2,6,2,46,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce484c863017f245f239e40a1cfb85455667277e7f8f3899f4fecb6301a7ab69,4a9a15e9749b8b74145e9039ae6ef5b005d991e3201decc6f295b6e8a27d9059,04cc77ec9b6aee35990711b6bafaeab3bc0fa7a9,0
