dataset,outer_fold,model_seed,control_id,rule_id,channel,group_id,original_segment_id,eligible_rows,asset_days,episodes,episodes_per_asset_day,alert_rows,time_in_alert_days
rico,2,42,quantile_static,single_sample,numerical_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,10,65.15837104072398,39,0.027083333333333334
rico,2,42,quantile_static,single_sample,availability_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,0,0.0,0,0.0
rico,2,42,quantile_static,single_sample,combined,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,10,65.15837104072398,39,0.027083333333333334
rico,2,42,quantile_static,5min_2of5,numerical_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,5,32.57918552036199,51,0.035416666666666666
rico,2,42,quantile_static,5min_2of5,availability_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,0,0.0,0,0.0
rico,2,42,quantile_static,5min_2of5,combined,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,5,32.57918552036199,51,0.035416666666666666
rico,2,42,quantile_static,15min_3of15,numerical_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,2,13.031674208144796,83,0.05763888888888889
rico,2,42,quantile_static,15min_3of15,availability_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,0,0.0,0,0.0
rico,2,42,quantile_static,15min_3of15,combined,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,2,13.031674208144796,83,0.05763888888888889
rico,2,42,quantile_static,30min_3of30,numerical_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,2,13.031674208144796,103,0.07152777777777779
rico,2,42,quantile_static,30min_3of30,availability_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,0,0.0,0,0.0
rico,2,42,quantile_static,30min_3of30,combined,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,2,13.031674208144796,103,0.07152777777777779
rico,2,42,quantile_static,60min_4of60,numerical_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,2,13.031674208144796,129,0.08958333333333333
rico,2,42,quantile_static,60min_4of60,availability_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,0,0.0,0,0.0
rico,2,42,quantile_static,60min_4of60,combined,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,2,13.031674208144796,129,0.08958333333333333
rico,2,42,cqr_static,single_sample,numerical_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,5,32.57918552036199,24,0.016666666666666666
rico,2,42,cqr_static,single_sample,availability_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,0,0.0,0,0.0
rico,2,42,cqr_static,single_sample,combined,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,5,32.57918552036199,24,0.016666666666666666
rico,2,42,cqr_static,5min_2of5,numerical_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,3,19.547511312217193,28,0.019444444444444445
rico,2,42,cqr_static,5min_2of5,availability_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,0,0.0,0,0.0
rico,2,42,cqr_static,5min_2of5,combined,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,3,19.547511312217193,28,0.019444444444444445
rico,2,42,cqr_static,15min_3of15,numerical_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,2,13.031674208144796,43,0.029861111111111113
rico,2,42,cqr_static,15min_3of15,availability_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,0,0.0,0,0.0
rico,2,42,cqr_static,15min_3of15,combined,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,2,13.031674208144796,43,0.029861111111111113
rico,2,42,cqr_static,30min_3of30,numerical_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,2,13.031674208144796,67,0.04652777777777778
rico,2,42,cqr_static,30min_3of30,availability_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,0,0.0,0,0.0
rico,2,42,cqr_static,30min_3of30,combined,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,2,13.031674208144796,67,0.04652777777777778
rico,2,42,cqr_static,60min_4of60,numerical_only,synthetic_g2,synthetic_g2:segment:0,221,0.15347222222222223,2,13.031674208144796,95,0.06597222222222222
